record_index,actual_churn,risk_score,predicted_churn
6797,0,0.086954,0
6798,0,0.058451,0
6799,0,0.168696,0
6800,0,0.586809,1
6801,0,0.444171,1
6802,0,0.082473,0
6803,1,0.476912,1
6804,0,0.481362,1
6805,0,0.209868,0
6806,0,0.370965,1
6807,0,0.278725,0
6808,1,0.674856,1
6809,0,0.290195,0
6810,0,0.163134,0
6811,0,0.328342,0
6812,0,0.273246,0
6813,0,0.651218,1
6814,0,0.080861,0
6815,0,0.417854,1
6816,0,0.082132,0
6817,0,0.345755,0
6818,0,0.09844,0
6819,1,0.51937,1
6820,0,0.197751,0
6821,0,0.580615,1
6822,1,0.212051,0
6823,1,0.117918,0
6824,1,0.236056,0
6825,0,0.487935,1
6826,0,0.144298,0
6827,0,0.076197,0
6828,1,0.48863,1
6829,0,0.130749,0
6830,1,0.58724,1
6831,0,0.169872,0
6832,1,0.417415,1
6833,1,0.100964,0
6834,0,0.064422,0
6835,0,0.149125,0
6836,0,0.438875,1
6837,0,0.30139,0
6838,0,0.085515,0
6839,0,0.102054,0
6840,0,0.532542,1
6841,0,0.235403,0
6842,1,0.557508,1
6843,0,0.241281,0
6844,0,0.181594,0
6845,0,0.082476,0
6846,1,0.538083,1
6847,1,0.45259,1
6848,0,0.081849,0
6849,0,0.229758,0
6850,0,0.244935,0
6851,0,0.068123,0
6852,1,0.335117,0
6853,1,0.547968,1
6854,0,0.103167,0
6855,1,0.443974,1
6856,0,0.228809,0
6857,0,0.132601,0
6858,0,0.189233,0
6859,0,0.551677,1
6860,0,0.276221,0
6861,1,0.289361,0
6862,1,0.514348,1
6863,0,0.092148,0
6864,1,0.460463,1
6865,0,0.150226,0
6866,0,0.204394,0
6867,0,0.093885,0
6868,0,0.163879,0
6869,1,0.520797,1
6870,0,0.351491,1
6871,0,0.460544,1
6872,1,0.149311,0
6873,0,0.307833,0
6874,0,0.193705,0
6875,0,0.28278,0
6876,0,0.193151,0
6877,0,0.175119,0
6878,1,0.45082,1
6879,0,0.132731,0
6880,1,0.590024,1
6881,1,0.457421,1
6882,0,0.62231,1
6883,0,0.215564,0
6884,1,0.432179,1
6885,1,0.204048,0
6886,0,0.364122,1
6887,0,0.418988,1
6888,0,0.440151,1
6889,1,0.248105,0
6890,0,0.173791,0
6891,0,0.325427,0
6892,1,0.26896,0
6893,1,0.6297,1
6894,0,0.462928,1
6895,0,0.436897,1
6896,0,0.152538,0
6897,0,0.275641,0
6898,0,0.512594,1
6899,0,0.105064,0
6900,0,0.31319,0
6901,0,0.108124,0
6902,0,0.151778,0
6903,0,0.466135,1
6904,0,0.092431,0
6905,0,0.118993,0
6906,0,0.357463,1
6907,0,0.146436,0
6908,1,0.186532,0
6909,1,0.576534,1
6910,0,0.123515,0
6911,0,0.364932,1
6912,1,0.649973,1
6913,0,0.195174,0
6914,0,0.546619,1
6915,0,0.137998,0
6916,0,0.188149,0
6917,0,0.080278,0
6918,1,0.563033,1
6919,0,0.160045,0
6920,0,0.209608,0
6921,0,0.38622,1
6922,0,0.469341,1
6923,0,0.287076,0
6924,0,0.167847,0
6925,0,0.454627,1
6926,1,0.186095,0
6927,0,0.285171,0
6928,0,0.225875,0
6929,0,0.200298,0
6930,1,0.560056,1
6931,0,0.089314,0
6932,0,0.167586,0
6933,1,0.51121,1
6934,0,0.224739,0
6935,0,0.204664,0
6936,0,0.398692,1
6937,1,0.186586,0
6938,1,0.218966,0
6939,0,0.192522,0
6940,0,0.138175,0
6941,1,0.607212,1
6942,0,0.18695,0
6943,0,0.340953,0
6944,0,0.209257,0
6945,0,0.103709,0
6946,1,0.39634,1
6947,0,0.363614,1
6948,0,0.125056,0
6949,0,0.346455,0
6950,0,0.421797,1
6951,0,0.100684,0
6952,0,0.118671,0
6953,0,0.062039,0
6954,0,0.150041,0
6955,0,0.531753,1
6956,1,0.424417,1
6957,0,0.0892,0
6958,1,0.232878,0
6959,0,0.437754,1
6960,0,0.150021,0
6961,0,0.376344,1
6962,0,0.166243,0
6963,0,0.111403,0
6964,0,0.121546,0
6965,0,0.151705,0
6966,0,0.235759,0
6967,0,0.166365,0
6968,0,0.279445,0
6969,0,0.16438,0
6970,1,0.219946,0
6971,0,0.130319,0
6972,1,0.363879,1
6973,0,0.174603,0
6974,0,0.075325,0
6975,0,0.084252,0
6976,0,0.442398,1
6977,0,0.094707,0
6978,1,0.614231,1
6979,0,0.249529,0
6980,0,0.651085,1
6981,0,0.160328,0
6982,1,0.563574,1
6983,0,0.069426,0
6984,1,0.518343,1
6985,0,0.176032,0
6986,0,0.219771,0
6987,0,0.099171,0
6988,0,0.078514,0
6989,0,0.095968,0
6990,1,0.353481,1
6991,0,0.135993,0
6992,0,0.114021,0
6993,0,0.107028,0
6994,1,0.397124,1
6995,0,0.126681,0
6996,0,0.184394,0
6997,0,0.483401,1
6998,0,0.344586,0
6999,0,0.382324,1
7000,0,0.051045,0
7001,1,0.556769,1
7002,0,0.109435,0
7003,0,0.166165,0
7004,0,0.151593,0
7005,0,0.081699,0
7006,1,0.571627,1
7007,0,0.623745,1
7008,0,0.506986,1
7009,1,0.519753,1
7010,1,0.212051,0
7011,0,0.077006,0
7012,0,0.128796,0
7013,1,0.387645,1
7014,0,0.070502,0
7015,0,0.192698,0
7016,0,0.16846,0
7017,0,0.524179,1
7018,1,0.491797,1
7019,0,0.097141,0
7020,0,0.478922,1
7021,0,0.562292,1
7022,0,0.115102,0
7023,0,0.150549,0
7024,0,0.130605,0
7025,0,0.478476,1
7026,1,0.586088,1
7027,0,0.114985,0
7028,1,0.547262,1
7029,0,0.084868,0
7030,0,0.172881,0
7031,0,0.283721,0
7032,0,0.508059,1
7033,0,0.082406,0
7034,1,0.569985,1
7035,0,0.299544,0
7036,0,0.115078,0
7037,1,0.446645,1
7038,0,0.09129,0
7039,1,0.468307,1
7040,0,0.302872,0
7041,0,0.139395,0
7042,0,0.18697,0
