month,hour,season,day_type,weather,rides,registered,casual,records,average_temp,average_humidity
2011-06,22,Spring,Weekend / holiday,Clear,790,583,207,5,0.648,0.748
2011-06,22,Spring,Weekend / holiday,Mist / cloudy,161,105,56,1,0.72,0.62
2011-06,22,Spring,Working day,Clear,1814,1492,322,11,0.6618,0.5936
2011-06,22,Spring,Working day,Light rain / snow,151,127,24,1,0.62,0.83
2011-06,22,Spring,Working day,Mist / cloudy,283,237,46,2,0.69,0.655
2011-06,22,Summer,Weekend / holiday,Clear,301,221,80,2,0.69,0.49
2011-06,22,Summer,Working day,Clear,945,754,191,6,0.6967,0.5833
2011-06,22,Summer,Working day,Mist / cloudy,310,262,48,2,0.71,0.765
2011-06,23,Spring,Weekend / holiday,Clear,416,320,96,4,0.645,0.77
2011-06,23,Spring,Weekend / holiday,Mist / cloudy,300,218,82,2,0.68,0.595
2011-06,23,Spring,Working day,Clear,1308,1071,237,12,0.6483,0.6308
2011-06,23,Spring,Working day,Light rain / snow,16,14,2,1,0.6,0.83
2011-06,23,Spring,Working day,Mist / cloudy,97,82,15,1,0.74,0.57
2011-06,23,Summer,Weekend / holiday,Clear,78,64,14,1,0.7,0.54
2011-06,23,Summer,Weekend / holiday,Mist / cloudy,179,130,49,1,0.66,0.5
2011-06,23,Summer,Working day,Clear,758,601,157,7,0.6857,0.6214
2011-06,23,Summer,Working day,Mist / cloudy,105,91,14,1,0.72,0.79
2011-07,0,Summer,Weekend / holiday,Clear,1254,844,410,10,0.714,0.604
2011-07,0,Summer,Weekend / holiday,Mist / cloudy,121,90,31,1,0.66,0.83
2011-07,0,Summer,Working day,Clear,748,546,202,16,0.7075,0.7019
2011-07,0,Summer,Working day,Mist / cloudy,176,108,68,4,0.75,0.655
2011-07,1,Summer,Weekend / holiday,Clear,822,631,191,9,0.7044,0.6344
2011-07,1,Summer,Weekend / holiday,Mist / cloudy,131,103,28,2,0.67,0.75
2011-07,1,Summer,Working day,Clear,361,243,118,17,0.7071,0.6853
2011-07,1,Summer,Working day,Mist / cloudy,46,30,16,3,0.7467,0.75
2011-07,2,Summer,Weekend / holiday,Clear,717,523,194,11,0.6964,0.6636
2011-07,2,Summer,Working day,Clear,192,125,67,17,0.6941,0.7241
2011-07,2,Summer,Working day,Mist / cloudy,34,19,15,3,0.7267,0.79
2011-07,3,Summer,Weekend / holiday,Clear,332,209,123,10,0.688,0.698
2011-07,3,Summer,Weekend / holiday,Light rain / snow,33,25,8,1,0.68,0.65
2011-07,3,Summer,Working day,Clear,113,85,28,18,0.69,0.7211
2011-07,3,Summer,Working day,Mist / cloudy,14,11,3,2,0.72,0.79
2011-07,4,Summer,Weekend / holiday,Clear,86,52,34,9,0.68,0.6967
2011-07,4,Summer,Weekend / holiday,Light rain / snow,5,2,3,1,0.68,0.65
2011-07,4,Summer,Weekend / holiday,Mist / cloudy,12,4,8,1,0.66,0.78
2011-07,4,Summer,Working day,Clear,111,87,24,18,0.6822,0.725
2011-07,4,Summer,Working day,Mist / cloudy,10,10,0,2,0.7,0.835
2011-07,5,Summer,Weekend / holiday,Clear,89,59,30,8,0.68,0.7012
2011-07,5,Summer,Weekend / holiday,Light rain / snow,1,1,0,1,0.62,0.83
2011-07,5,Summer,Weekend / holiday,Mist / cloudy,19,14,5,2,0.63,0.855
2011-07,5,Summer,Working day,Clear,454,396,58,18,0.6733,0.7444
2011-07,5,Summer,Working day,Mist / cloudy,37,35,2,2,0.71,0.79
2011-07,6,Summer,Weekend / holiday,Clear,193,126,67,8,0.6725,0.7238
2011-07,6,Summer,Weekend / holiday,Mist / cloudy,63,43,20,3,0.6867,0.8
2011-07,6,Summer,Working day,Clear,1462,1329,133,13,0.6862,0.6946
2011-07,6,Summer,Working day,Mist / cloudy,802,746,56,7,0.6857,0.8243
2011-07,7,Summer,Weekend / holiday,Clear,486,342,144,10,0.702,0.677
2011-07,7,Summer,Weekend / holiday,Mist / cloudy,25,22,3,1,0.64,0.89
2011-07,7,Summer,Working day,Clear,3328,3039,289,11,0.6982,0.6173
2011-07,7,Summer,Working day,Mist / cloudy,2611,2400,211,9,0.7267,0.7878
2011-07,8,Summer,Weekend / holiday,Clear,1298,875,423,11,0.7291,0.6318
2011-07,8,Summer,Working day,Clear,5358,4915,443,12,0.7217,0.5825
2011-07,8,Summer,Working day,Mist / cloudy,3214,2971,243,8,0.7525,0.7388
2011-07,9,Summer,Weekend / holiday,Clear,1825,1227,598,10,0.762,0.561
2011-07,9,Summer,Weekend / holiday,Mist / cloudy,238,96,142,1,0.72,0.66
2011-07,9,Summer,Working day,Clear,3214,2726,488,16,0.7662,0.5413
2011-07,9,Summer,Working day,Light rain / snow,189,158,31,1,0.7,0.79
2011-07,9,Summer,Working day,Mist / cloudy,640,554,86,3,0.7867,0.6933
2011-07,10,Summer,Weekend / holiday,Clear,2632,1683,949,10,0.79,0.491
2011-07,10,Summer,Weekend / holiday,Mist / cloudy,280,114,166,1,0.76,0.55
2011-07,10,Summer,Working day,Clear,1803,1222,581,15,0.7973,0.498
2011-07,10,Summer,Working day,Light rain / snow,43,30,13,1,0.7,0.79
2011-07,10,Summer,Working day,Mist / cloudy,523,374,149,4,0.76,0.645
2011-07,11,Summer,Weekend / holiday,Clear,3162,1915,1247,10,0.806,0.456
2011-07,11,Summer,Weekend / holiday,Mist / cloudy,349,172,177,1,0.76,0.55
2011-07,11,Summer,Working day,Clear,2425,1713,712,16,0.8125,0.4663
2011-07,11,Summer,Working day,Mist / cloudy,505,369,136,4,0.79,0.675
2011-07,12,Summer,Weekend / holiday,Clear,3564,2169,1395,10,0.832,0.414
2011-07,12,Summer,Weekend / holiday,Mist / cloudy,447,210,237,1,0.78,0.52
2011-07,12,Summer,Working day,Clear,2935,2240,695,17,0.8329,0.4418
2011-07,12,Summer,Working day,Mist / cloudy,432,328,104,3,0.78,0.65
2011-07,13,Summer,Weekend / holiday,Clear,3676,2088,1588,10,0.838,0.408
2011-07,13,Summer,Weekend / holiday,Mist / cloudy,423,181,242,1,0.78,0.49
2011-07,13,Summer,Working day,Clear,2690,2045,645,16,0.8425,0.44
2011-07,13,Summer,Working day,Light rain / snow,158,119,39,1,0.82,0.46
2011-07,13,Summer,Working day,Mist / cloudy,447,346,101,3,0.7533,0.7
2011-07,14,Summer,Weekend / holiday,Clear,3910,2219,1691,11,0.84,0.3982
2011-07,14,Summer,Working day,Clear,2592,1841,751,16,0.8438,0.4406
2011-07,14,Summer,Working day,Light rain / snow,116,89,27,1,0.82,0.46
2011-07,14,Summer,Working day,Mist / cloudy,444,336,108,3,0.7867,0.6367
2011-07,15,Summer,Weekend / holiday,Clear,3678,2066,1612,11,0.8582,0.3682
2011-07,15,Summer,Working day,Clear,3061,2262,799,18,0.8433,0.4556
2011-07,15,Summer,Working day,Light rain / snow,46,33,13,1,0.64,0.94
2011-07,15,Summer,Working day,Mist / cloudy,141,102,39,1,0.8,0.63
2011-07,16,Summer,Weekend / holiday,Clear,3872,2268,1604,11,0.8564,0.3727
2011-07,16,Summer,Working day,Clear,4519,3656,863,17,0.8353,0.4571
2011-07,16,Summer,Working day,Light rain / snow,314,258,56,2,0.79,0.61
2011-07,16,Summer,Working day,Mist / cloudy,141,118,23,1,0.66,0.89
2011-07,17,Summer,Weekend / holiday,Clear,3461,2017,1444,10,0.854,0.36
2011-07,17,Summer,Weekend / holiday,Light rain / snow,358,177,181,1,0.8,0.49
2011-07,17,Summer,Working day,Clear,9499,8245,1254,19,0.8263,0.4763
2011-07,17,Summer,Working day,Light rain / snow,167,161,6,1,0.66,0.89
2011-07,18,Summer,Weekend / holiday,Clear,3402,2070,1332,10,0.836,0.397
2011-07,18,Summer,Weekend / holiday,Light rain / snow,181,107,74,1,0.8,0.49
2011-07,18,Summer,Working day,Clear,9595,8291,1304,20,0.808,0.5145
2011-07,19,Summer,Weekend / holiday,Clear,2469,1498,971,8,0.7825,0.4688
2011-07,19,Summer,Weekend / holiday,Mist / cloudy,775,425,350,3,0.7533,0.6367
2011-07,19,Summer,Working day,Clear,6812,5580,1232,19,0.7853,0.5589
2011-07,19,Summer,Working day,Mist / cloudy,250,210,40,1,0.86,0.41
2011-07,20,Summer,Weekend / holiday,Clear,2245,1443,802,9,0.7822,0.5256
2011-07,20,Summer,Weekend / holiday,Light rain / snow,176,93,83,1,0.66,0.83
2011-07,20,Summer,Weekend / holiday,Mist / cloudy,386,191,195,1,0.76,0.55
2011-07,20,Summer,Working day,Clear,5697,4556,1141,20,0.76,0.6105
2011-07,21,Summer,Weekend / holiday,Clear,1832,1214,618,9,0.7622,0.5756
2011-07,21,Summer,Weekend / holiday,Mist / cloudy,624,354,270,2,0.7,0.725
2011-07,21,Summer,Working day,Clear,4238,3329,909,19,0.7474,0.6242
2011-07,21,Summer,Working day,Mist / cloudy,204,158,46,1,0.66,0.83
2011-07,22,Summer,Weekend / holiday,Clear,1468,979,489,9,0.7444,0.6189
2011-07,22,Summer,Weekend / holiday,Mist / cloudy,488,304,184,2,0.7,0.7
2011-07,22,Summer,Working day,Clear,3037,2388,649,18,0.7356,0.6406
2011-07,22,Summer,Working day,Mist / cloudy,318,241,77,2,0.75,0.635
2011-07,23,Summer,Weekend / holiday,Clear,1125,719,406,9,0.72,0.64
2011-07,23,Summer,Weekend / holiday,Mist / cloudy,188,131,57,2,0.74,0.7
2011-07,23,Summer,Working day,Clear,1911,1437,474,18,0.7267,0.6617
2011-07,23,Summer,Working day,Light rain / snow,92,73,19,1,0.72,0.79
2011-07,23,Summer,Working day,Mist / cloudy,151,111,40,1,0.66,0.78
2011-08,0,Summer,Weekend / holiday,Clear,564,460,104,5,0.668,0.75
2011-08,0,Summer,Weekend / holiday,Light rain / snow,90,71,19,1,0.66,0.83
2011-08,0,Summer,Weekend / holiday,Mist / cloudy,80,66,14,1,0.7,0.84
2011-08,0,Summer,Working day,Clear,745,529,216,19,0.6579,0.6732
2011-08,0,Summer,Working day,Light rain / snow,87,71,16,2,0.64,0.785
2011-08,0,Summer,Working day,Mist / cloudy,60,47,13,2,0.74,0.69
2011-08,1,Summer,Weekend / holiday,Clear,264,205,59,4,0.665,0.81
2011-08,1,Summer,Weekend / holiday,Light rain / snow,73,57,16,1,0.64,0.89
2011-08,1,Summer,Weekend / holiday,Mist / cloudy,150,127,23,2,0.69,0.705
2011-08,1,Summer,Working day,Clear,320,225,95,18,0.6489,0.675
2011-08,1,Summer,Working day,Light rain / snow,20,19,1,1,0.64,0.89
2011-08,1,Summer,Working day,Mist / cloudy,67,43,24,4,0.675,0.7475
2011-08,2,Summer,Weekend / holiday,Clear,337,266,71,5,0.668,0.752
2011-08,2,Summer,Weekend / holiday,Light rain / snow,62,49,13,1,0.64,0.89
2011-08,2,Summer,Weekend / holiday,Mist / cloudy,66,48,18,1,0.7,0.84
2011-08,2,Summer,Working day,Clear,176,123,53,18,0.6389,0.6861
2011-08,2,Summer,Working day,Light rain / snow,8,8,0,1,0.64,0.83
2011-08,2,Summer,Working day,Mist / cloudy,29,23,6,4,0.685,0.7275
2011-08,3,Summer,Weekend / holiday,Clear,129,86,43,3,0.6467,0.7533
2011-08,3,Summer,Weekend / holiday,Mist / cloudy,131,95,36,4,0.675,0.85
2011-08,3,Summer,Working day,Clear,106,85,21,20,0.63,0.7165
2011-08,3,Summer,Working day,Light rain / snow,8,8,0,2,0.68,0.795
2011-08,3,Summer,Working day,Mist / cloudy,4,4,0,1,0.76,0.55
2011-08,4,Summer,Weekend / holiday,Clear,12,10,2,2,0.69,0.835
2011-08,4,Summer,Weekend / holiday,Light rain / snow,3,2,1,1,0.64,0.94
2011-08,4,Summer,Weekend / holiday,Mist / cloudy,31,19,12,4,0.65,0.82
2011-08,4,Summer,Working day,Clear,138,123,15,21,0.6257,0.7243
2011-08,4,Summer,Working day,Mist / cloudy,14,14,0,2,0.72,0.705
2011-08,5,Summer,Weekend / holiday,Clear,45,39,6,5,0.648,0.846
2011-08,5,Summer,Weekend / holiday,Mist / cloudy,22,20,2,2,0.67,0.89
2011-08,5,Summer,Working day,Clear,478,451,27,19,0.6242,0.7232
2011-08,5,Summer,Working day,Mist / cloudy,87,76,11,4,0.665,0.8
2011-08,6,Summer,Weekend / holiday,Clear,76,61,15,4,0.66,0.85
2011-08,6,Summer,Weekend / holiday,Mist / cloudy,48,37,11,3,0.6467,0.87
2011-08,6,Summer,Working day,Clear,2095,2000,95,20,0.624,0.7225
2011-08,6,Summer,Working day,Light rain / snow,110,101,9,1,0.72,0.66
2011-08,6,Summer,Working day,Mist / cloudy,200,187,13,2,0.66,0.835
2011-08,7,Summer,Weekend / holiday,Clear,177,132,45,4,0.67,0.8325
2011-08,7,Summer,Weekend / holiday,Light rain / snow,1,1,0,1,0.62,0.83
2011-08,7,Summer,Weekend / holiday,Mist / cloudy,96,80,16,3,0.6733,0.8233
2011-08,7,Summer,Working day,Clear,5761,5466,295,19,0.6505,0.6611
2011-08,7,Summer,Working day,Mist / cloudy,1129,1070,59,4,0.69,0.755
2011-08,8,Summer,Weekend / holiday,Clear,435,328,107,4,0.69,0.775
2011-08,8,Summer,Weekend / holiday,Light rain / snow,8,6,2,1,0.62,0.83
2011-08,8,Summer,Weekend / holiday,Mist / cloudy,235,173,62,3,0.6867,0.7933
2011-08,8,Summer,Working day,Clear,7517,6976,541,18,0.6856,0.6028
2011-08,8,Summer,Working day,Mist / cloudy,2221,2067,154,5,0.684,0.68
2011-08,9,Summer,Weekend / holiday,Clear,873,593,280,5,0.716,0.716
2011-08,9,Summer,Weekend / holiday,Light rain / snow,103,76,27,1,0.66,0.89
2011-08,9,Summer,Weekend / holiday,Mist / cloudy,364,266,98,2,0.7,0.79
2011-08,9,Summer,Working day,Clear,3912,3270,642,19,0.7063,0.5695
2011-08,9,Summer,Working day,Mist / cloudy,757,645,112,4,0.725,0.5775
2011-08,10,Summer,Weekend / holiday,Clear,1171,778,393,5,0.732,0.684
2011-08,10,Summer,Weekend / holiday,Mist / cloudy,755,516,239,3,0.72,0.7433
2011-08,10,Summer,Working day,Clear,2604,1787,817,20,0.736,0.5005
2011-08,10,Summer,Working day,Light rain / snow,68,59,9,1,0.74,0.58
2011-08,10,Summer,Working day,Mist / cloudy,286,194,92,2,0.77,0.625
2011-08,11,Summer,Weekend / holiday,Clear,1704,1066,638,6,0.7533,0.6383
2011-08,11,Summer,Weekend / holiday,Light rain / snow,88,73,15,1,0.66,0.89
2011-08,11,Summer,Weekend / holiday,Mist / cloudy,314,192,122,1,0.74,0.7
2011-08,11,Summer,Working day,Clear,2472,1680,792,16,0.7613,0.4225
2011-08,11,Summer,Working day,Light rain / snow,151,112,39,1,0.7,0.79
2011-08,11,Summer,Working day,Mist / cloudy,950,691,259,6,0.74,0.61
2011-08,12,Summer,Weekend / holiday,Clear,1841,1171,670,5,0.8,0.53
2011-08,12,Summer,Weekend / holiday,Light rain / snow,76,65,11,1,0.66,0.83
2011-08,12,Summer,Weekend / holiday,Mist / cloudy,702,429,273,2,0.68,0.84
2011-08,12,Summer,Working day,Clear,3462,2549,913,17,0.7824,0.4253
2011-08,12,Summer,Working day,Light rain / snow,202,174,28,2,0.73,0.67
2011-08,12,Summer,Working day,Mist / cloudy,877,652,225,4,0.735,0.585
2011-08,13,Summer,Weekend / holiday,Clear,1820,1177,643,5,0.788,0.55
2011-08,13,Summer,Weekend / holiday,Light rain / snow,43,33,10,1,0.66,0.83
2011-08,13,Summer,Weekend / holiday,Mist / cloudy,594,357,237,2,0.77,0.665
2011-08,13,Summer,Working day,Clear,3659,2764,895,19,0.7832,0.4284
2011-08,13,Summer,Working day,Mist / cloudy,831,611,220,4,0.75,0.545
2011-08,14,Summer,Weekend / holiday,Clear,2153,1304,849,6,0.79,0.5517
2011-08,14,Summer,Weekend / holiday,Light rain / snow,258,176,82,2,0.67,0.84
2011-08,14,Summer,Working day,Clear,4066,2835,1231,20,0.793,0.4035
2011-08,14,Summer,Working day,Mist / cloudy,505,354,151,3,0.7533,0.6133
2011-08,15,Summer,Weekend / holiday,Clear,1258,783,475,4,0.755,0.59
2011-08,15,Summer,Weekend / holiday,Light rain / snow,714,444,270,3,0.68,0.8067
2011-08,15,Summer,Weekend / holiday,Mist / cloudy,362,232,130,1,0.84,0.53
2011-08,15,Summer,Working day,Clear,3889,2790,1099,19,0.7958,0.3884
2011-08,15,Summer,Working day,Light rain / snow,182,133,49,1,0.74,0.55
2011-08,15,Summer,Working day,Mist / cloudy,499,387,112,3,0.7467,0.6933
2011-08,16,Summer,Weekend / holiday,Clear,1414,854,560,4,0.765,0.5675
2011-08,16,Summer,Weekend / holiday,Light rain / snow,560,321,239,3,0.7,0.8067
2011-08,16,Summer,Weekend / holiday,Mist / cloudy,281,133,148,1,0.7,0.74
2011-08,16,Summer,Working day,Clear,6491,5183,1308,22,0.7927,0.4259
2011-08,16,Summer,Working day,Light rain / snow,150,129,21,1,0.68,0.79
2011-08,17,Summer,Weekend / holiday,Clear,1380,831,549,4,0.76,0.575
2011-08,17,Summer,Weekend / holiday,Light rain / snow,359,233,126,3,0.7067,0.8067
2011-08,17,Summer,Weekend / holiday,Mist / cloudy,269,172,97,1,0.72,0.74
2011-08,17,Summer,Working day,Clear,10219,8777,1442,19,0.7684,0.4695
2011-08,17,Summer,Working day,Light rain / snow,409,365,44,1,0.8,0.46
2011-08,17,Summer,Working day,Mist / cloudy,1572,1395,177,3,0.7667,0.51
2011-08,18,Summer,Weekend / holiday,Clear,1975,1243,732,6,0.73,0.655
2011-08,18,Summer,Weekend / holiday,Mist / cloudy,211,130,81,1,0.72,0.79
2011-08,18,Summer,Working day,Clear,9712,8297,1415,18,0.7478,0.4694
2011-08,18,Summer,Working day,Light rain / snow,766,669,97,2,0.73,0.695
2011-08,18,Summer,Working day,Mist / cloudy,1374,1238,136,3,0.7733,0.64
2011-08,19,Summer,Weekend / holiday,Clear,1447,974,473,5,0.724,0.666
2011-08,19,Summer,Weekend / holiday,Light rain / snow,171,114,57,1,0.72,0.84
2011-08,19,Summer,Weekend / holiday,Mist / cloudy,237,170,67,1,0.68,0.79
2011-08,19,Summer,Working day,Clear,7159,5939,1220,19,0.7326,0.5179
2011-08,19,Summer,Working day,Light rain / snow,486,402,84,2,0.66,0.785
2011-08,19,Summer,Working day,Mist / cloudy,726,610,116,2,0.76,0.57
2011-08,20,Summer,Weekend / holiday,Clear,1019,719,300,5,0.716,0.708
2011-08,20,Summer,Weekend / holiday,Light rain / snow,137,79,58,1,0.72,0.79
2011-08,20,Summer,Weekend / holiday,Mist / cloudy,183,105,78,1,0.68,0.83
2011-08,20,Summer,Working day,Clear,5244,4363,881,19,0.7042,0.5558
2011-08,20,Summer,Working day,Light rain / snow,145,126,19,2,0.66,0.835
2011-08,20,Summer,Working day,Mist / cloudy,574,493,81,2,0.76,0.6
2011-08,21,Summer,Weekend / holiday,Clear,685,463,222,4,0.7,0.735
2011-08,21,Summer,Weekend / holiday,Light rain / snow,155,104,51,1,0.6,0.88
2011-08,21,Summer,Weekend / holiday,Mist / cloudy,281,213,68,2,0.69,0.835
2011-08,21,Summer,Working day,Clear,4098,3306,792,20,0.694,0.588
2011-08,21,Summer,Working day,Mist / cloudy,448,404,44,3,0.6867,0.8067
2011-08,22,Summer,Weekend / holiday,Clear,201,155,46,2,0.67,0.79
2011-08,22,Summer,Weekend / holiday,Light rain / snow,39,25,14,1,0.6,0.88
2011-08,22,Summer,Weekend / holiday,Mist / cloudy,631,457,174,4,0.695,0.8
2011-08,22,Summer,Working day,Clear,3137,2515,622,20,0.679,0.6205
2011-08,22,Summer,Working day,Light rain / snow,77,66,11,1,0.68,0.89
2011-08,22,Summer,Working day,Mist / cloudy,326,286,40,2,0.74,0.665
2011-08,23,Summer,Weekend / holiday,Clear,344,237,107,4,0.68,0.75
2011-08,23,Summer,Weekend / holiday,Light rain / snow,135,101,34,2,0.65,0.835
2011-08,23,Summer,Weekend / holiday,Mist / cloudy,120,95,25,1,0.66,0.83
2011-08,23,Summer,Working day,Clear,1856,1449,407,19,0.6663,0.6342
2011-08,23,Summer,Working day,Mist / cloudy,408,337,71,4,0.695,0.75
2011-09,0,Fall,Weekend / holiday,Clear,93,86,7,1,0.58,1.0
2011-09,0,Fall,Weekend / holiday,Mist / cloudy,173,136,37,1,0.6,0.88
2011-09,0,Fall,Working day,Clear,173,143,30,4,0.585,0.8975
2011-09,0,Fall,Working day,Mist / cloudy,81,64,17,2,0.62,0.94
2011-09,0,Summer,Weekend / holiday,Clear,553,407,146,5,0.564,0.84
2011-09,0,Summer,Weekend / holiday,Mist / cloudy,184,131,53,2,0.67,0.735
2011-09,0,Summer,Working day,Clear,343,276,67,9,0.58,0.8122
2011-09,0,Summer,Working day,Light rain / snow,38,33,5,3,0.5933,0.96
2011-09,0,Summer,Working day,Mist / cloudy,75,56,19,3,0.54,0.7967
2011-09,1,Fall,Weekend / holiday,Mist / cloudy,203,154,49,2,0.59,0.91
2011-09,1,Fall,Working day,Clear,47,37,10,3,0.58,0.8633
2011-09,1,Fall,Working day,Mist / cloudy,71,63,8,3,0.6067,0.96
2011-09,1,Summer,Weekend / holiday,Clear,234,156,78,3,0.5267,0.7733
2011-09,1,Summer,Weekend / holiday,Mist / cloudy,299,225,74,4,0.64,0.825
2011-09,1,Summer,Working day,Clear,114,94,20,7,0.5657,0.7886
2011-09,1,Summer,Working day,Light rain / snow,41,35,6,3,0.5933,0.87
2011-09,1,Summer,Working day,Mist / cloudy,43,32,11,4,0.57,0.885
2011-09,2,Fall,Weekend / holiday,Light rain / snow,106,79,27,1,0.6,0.94
2011-09,2,Fall,Weekend / holiday,Mist / cloudy,68,54,14,1,0.58,0.94
2011-09,2,Fall,Working day,Clear,35,22,13,3,0.58,0.8833
2011-09,2,Fall,Working day,Mist / cloudy,30,20,10,3,0.6067,0.96
2011-09,2,Summer,Weekend / holiday,Clear,228,172,56,3,0.52,0.8233
2011-09,2,Summer,Weekend / holiday,Mist / cloudy,220,154,66,4,0.635,0.8075
2011-09,2,Summer,Working day,Clear,55,32,23,7,0.5571,0.8071
2011-09,2,Summer,Working day,Light rain / snow,22,13,9,2,0.58,0.835
2011-09,2,Summer,Working day,Mist / cloudy,42,30,12,5,0.564,0.896
2011-09,3,Fall,Weekend / holiday,Clear,31,27,4,1,0.58,0.94
2011-09,3,Fall,Weekend / holiday,Light rain / snow,59,39,20,1,0.6,0.94
2011-09,3,Fall,Working day,Clear,3,3,0,1,0.52,0.83
2011-09,3,Fall,Working day,Mist / cloudy,34,26,8,5,0.608,0.952
2011-09,3,Summer,Weekend / holiday,Clear,179,116,63,5,0.548,0.832
2011-09,3,Summer,Weekend / holiday,Mist / cloudy,61,42,19,2,0.65,0.76
2011-09,3,Summer,Working day,Clear,40,25,15,5,0.556,0.786
2011-09,3,Summer,Working day,Light rain / snow,5,3,2,3,0.5733,0.94
2011-09,3,Summer,Working day,Mist / cloudy,36,25,11,6,0.5667,0.875
2011-09,4,Fall,Weekend / holiday,Clear,8,7,1,1,0.56,0.94
2011-09,4,Fall,Weekend / holiday,Light rain / snow,8,5,3,1,0.6,0.94
2011-09,4,Fall,Working day,Clear,12,9,3,2,0.56,0.855
2011-09,4,Fall,Working day,Light rain / snow,21,10,11,2,0.61,0.97
2011-09,4,Fall,Working day,Mist / cloudy,13,9,4,2,0.61,0.91
2011-09,4,Summer,Weekend / holiday,Clear,33,22,11,6,0.5567,0.8033
2011-09,4,Summer,Weekend / holiday,Mist / cloudy,8,5,3,1,0.68,0.69
2011-09,4,Summer,Working day,Clear,49,39,10,8,0.55,0.835
2011-09,4,Summer,Working day,Light rain / snow,7,7,0,2,0.59,0.94
2011-09,4,Summer,Working day,Mist / cloudy,24,19,5,5,0.56,0.918
2011-09,5,Fall,Weekend / holiday,Clear,3,2,1,1,0.6,0.88
2011-09,5,Fall,Weekend / holiday,Mist / cloudy,5,3,2,1,0.56,0.94
2011-09,5,Fall,Working day,Clear,26,23,3,1,0.52,0.83
2011-09,5,Fall,Working day,Light rain / snow,24,24,0,1,0.62,0.94
2011-09,5,Fall,Working day,Mist / cloudy,91,87,4,4,0.61,0.91
2011-09,5,Summer,Weekend / holiday,Clear,76,52,24,6,0.5567,0.7967
2011-09,5,Summer,Weekend / holiday,Mist / cloudy,6,4,2,1,0.66,0.74
2011-09,5,Summer,Working day,Clear,161,154,7,6,0.54,0.81
2011-09,5,Summer,Working day,Light rain / snow,35,33,2,2,0.58,0.91
2011-09,5,Summer,Working day,Mist / cloudy,161,154,7,7,0.5657,0.9086
2011-09,6,Fall,Weekend / holiday,Mist / cloudy,35,25,10,2,0.58,0.91
2011-09,6,Fall,Working day,Clear,98,98,0,1,0.52,0.83
2011-09,6,Fall,Working day,Light rain / snow,114,111,3,1,0.6,0.94
2011-09,6,Fall,Working day,Mist / cloudy,452,428,24,4,0.615,0.925
2011-09,6,Summer,Weekend / holiday,Clear,64,54,10,5,0.572,0.832
2011-09,6,Summer,Weekend / holiday,Mist / cloudy,33,22,11,2,0.56,0.73
2011-09,6,Summer,Working day,Clear,763,732,31,7,0.54,0.8114
2011-09,6,Summer,Working day,Light rain / snow,131,129,2,2,0.61,0.91
2011-09,6,Summer,Working day,Mist / cloudy,585,562,23,6,0.5733,0.9317
2011-09,7,Fall,Weekend / holiday,Mist / cloudy,84,57,27,2,0.58,0.91
2011-09,7,Fall,Working day,Clear,580,552,28,2,0.56,0.855
2011-09,7,Fall,Working day,Light rain / snow,439,417,22,2,0.61,0.94
2011-09,7,Fall,Working day,Mist / cloudy,581,549,32,2,0.62,0.94
2011-09,7,Summer,Weekend / holiday,Clear,242,183,59,6,0.6,0.7883
2011-09,7,Summer,Weekend / holiday,Mist / cloudy,37,33,4,1,0.46,0.77
2011-09,7,Summer,Working day,Clear,1944,1869,75,6,0.56,0.8017
2011-09,7,Summer,Working day,Light rain / snow,373,359,14,3,0.6133,0.94
2011-09,7,Summer,Working day,Mist / cloudy,1812,1712,100,6,0.5567,0.885
2011-09,8,Fall,Weekend / holiday,Mist / cloudy,207,161,46,2,0.6,0.89
2011-09,8,Fall,Working day,Clear,887,827,60,2,0.57,0.8
2011-09,8,Fall,Working day,Light rain / snow,604,567,37,2,0.62,0.94
2011-09,8,Fall,Working day,Mist / cloudy,782,726,56,2,0.63,0.915
2011-09,8,Summer,Weekend / holiday,Clear,441,339,102,5,0.604,0.76
2011-09,8,Summer,Weekend / holiday,Mist / cloudy,209,137,72,2,0.56,0.775
2011-09,8,Summer,Working day,Clear,3016,2828,188,7,0.5886,0.7614
2011-09,8,Summer,Working day,Light rain / snow,1384,1328,56,5,0.588,0.918
2011-09,8,Summer,Working day,Mist / cloudy,1297,1224,73,3,0.5533,0.9233
2011-09,9,Fall,Weekend / holiday,Mist / cloudy,330,234,96,2,0.62,0.855
2011-09,9,Fall,Working day,Clear,462,412,50,2,0.59,0.755
2011-09,9,Fall,Working day,Light rain / snow,459,422,37,3,0.6267,0.9433
2011-09,9,Fall,Working day,Mist / cloudy,205,161,44,1,0.64,0.89
2011-09,9,Summer,Weekend / holiday,Clear,763,532,231,4,0.61,0.7425
2011-09,9,Summer,Weekend / holiday,Light rain / snow,152,89,63,1,0.68,0.74
2011-09,9,Summer,Weekend / holiday,Mist / cloudy,378,263,115,2,0.57,0.68
2011-09,9,Summer,Working day,Clear,1009,884,125,5,0.604,0.68
2011-09,9,Summer,Working day,Light rain / snow,395,371,24,3,0.5867,0.92
2011-09,9,Summer,Working day,Mist / cloudy,1309,1146,163,7,0.5914,0.8557
2011-09,10,Fall,Weekend / holiday,Mist / cloudy,568,393,175,2,0.62,0.855
2011-09,10,Fall,Working day,Clear,295,225,70,2,0.62,0.645
2011-09,10,Fall,Working day,Light rain / snow,157,129,28,2,0.63,0.97
